emp_no,title,salary
13831,Technique Leader,40000
13832,Staff,64799
13838,Senior Staff,40000
13840,Engineer,40000
13841,Technique Leader,52277
13842,Senior Staff,40000
13846,Senior Staff,61097
13847,Technique Leader,40599
13853,Senior Staff,61615
13856,Senior Staff,77934
13857,Senior Engineer,51929
13859,Engineer,40000
13861,Engineer,42013
13863,Senior Staff,84893
13870,Engineer,40000
13875,Senior Engineer,40000
13883,Senior Engineer,40000
13884,Engineer,44785
13888,Assistant Engineer,40000
13894,Assistant Engineer,48958
13897,Engineer,48476
13899,Engineer,40000
13902,Staff,62721
13904,Senior Engineer,73885
13909,Staff,42656
13911,Staff,64188
13913,Technique Leader,42772
13914,Senior Staff,41526
13916,Senior Staff,90797
13919,Engineer,51486
13922,Senior Staff,80951
13924,Engineer,40000
13928,Senior Staff,76677
13930,Senior Staff,78867
13934,Senior Engineer,46507
13936,Staff,47292
13942,Technique Leader,40000
13943,Senior Staff,87119
13944,Senior Engineer,54309
13946,Engineer,52426
13948,Staff,42837
13951,Senior Staff,82054
13960,Senior Staff,43204
13962,Senior Engineer,67965
13966,Senior Staff,40000
13969,Technique Leader,60392
13972,Technique Leader,49895
13979,Engineer,50381
13986,Staff,46099
13987,Technique Leader,49919
13990,Assistant Engineer,52723
13992,Senior Staff,81318
13993,Senior Staff,69962
13994,Staff,88328
13996,Staff,57054
13999,Senior Staff,40000
14001,Senior Staff,40000
14005,Technique Leader,40000
14011,Engineer,50800
14012,Senior Engineer,40000
14015,Senior Engineer,63084
14024,Engineer,49470
14030,Technique Leader,51275
14031,Engineer,58367
14034,Senior Staff,69700
14038,Engineer,62982
14039,Assistant Engineer,55689
14041,Senior Staff,63235
14045,Staff,40000
14049,Engineer,40000
14051,Senior Engineer,40000
14058,Engineer,56244
14066,Staff,69020
14067,Engineer,44669
14074,Engineer,44894
14076,Engineer,50846
14077,Engineer,57835
14084,Engineer,40000
14086,Senior Staff,68537
14088,Senior Staff,44821
14093,Technique Leader,44420
14102,Engineer,48200
14105,Staff,76767
14107,Senior Staff,82396
14109,Senior Engineer,61804
14111,Senior Staff,52696
14112,Staff,61757
14113,Engineer,46841
14118,Senior Staff,46248
14122,Senior Staff,62343
14128,Engineer,47537
14130,Staff,40000
14139,Engineer,40000
14140,Senior Staff,64727
14146,Engineer,40000
14147,Engineer,40000
14148,Engineer,40000
14150,Senior Staff,40000
14159,Engineer,64495
14165,Senior Staff,40000
14167,Engineer,40000
14168,Technique Leader,40000
14172,Senior Staff,61519
14182,Senior Staff,80254
14191,Engineer,40155
14197,Senior Staff,52474
14199,Senior Engineer,40000
14200,Senior Staff,52225
14209,Senior Staff,40000
14214,Assistant Engineer,49797
14217,Senior Staff,40000
14220,Senior Engineer,68017
14224,Staff,40000
14232,Engineer,50568
14233,Senior Staff,40000
14234,Staff,59812
14236,Senior Staff,40000
14237,Engineer,57219
14241,Senior Staff,55280
14242,Senior Staff,40000
14244,Engineer,61406
14245,Engineer,40000
14246,Senior Engineer,47343
14248,Engineer,40000
14251,Senior Staff,40000
14252,Staff,40000
14253,Senior Staff,40000
14254,Engineer,50266
14256,Assistant Engineer,46348
14257,Staff,40000
14259,Engineer,42593
14273,Staff,64222
14275,Senior Staff,94782
14277,Technique Leader,40000
14279,Senior Engineer,40000
14281,Engineer,47391
14285,Senior Staff,53317
14287,Senior Staff,45483
14289,Assistant Engineer,60863
14290,Senior Engineer,78736
14292,Senior Staff,41846
14293,Senior Staff,40000
14298,Engineer,40000
14302,Engineer,45483
14310,Senior Staff,40000
14320,Engineer,40000
14321,Senior Staff,83644
14322,Engineer,50363
14323,Staff,40000
14326,Senior Engineer,51046
14327,Engineer,44147
14329,Senior Engineer,46371
14330,Senior Engineer,46376
14331,Engineer,40000
14332,Engineer,40000
14335,Technique Leader,54734
14340,Engineer,42858
14342,Engineer,56327
14344,Technique Leader,41979
14345,Engineer,61910
14354,Senior Staff,40000
14359,Senior Staff,40000
14360,Senior Staff,43476
14364,Senior Staff,56970
14369,Engineer,43031
14370,Senior Staff,41248
14372,Engineer,57667
14380,Senior Staff,47819
14382,Senior Staff,66995
14384,Technique Leader,58260
14385,Assistant Engineer,40000
14388,Senior Staff,52022
14394,Senior Staff,40000
14395,Engineer,58898
14398,Staff,41978
14406,Senior Engineer,74442
14411,Technique Leader,58151
14418,Engineer,61764
14422,Engineer,59001
14424,Senior Engineer,40000
14434,Technique Leader,40000
14436,Assistant Engineer,65830
14439,Engineer,80654
14441,Engineer,40000
14446,Engineer,66639
14455,Senior Staff,63969
14456,Engineer,57852
14457,Engineer,52732
14460,Engineer,56267
14478,Senior Staff,40000
14481,Engineer,40000
14483,Senior Engineer,40000
14484,Engineer,64573
14486,Engineer,40000
14490,Staff,60770
14491,Engineer,40617
14494,Technique Leader,40000
14497,Staff,55199
14498,Senior Staff,40000
14500,Senior Engineer,50058
14501,Technique Leader,63646
14502,Engineer,54596
14509,Senior Staff,40000
14513,Senior Staff,83273
14514,Senior Engineer,40000
14515,Engineer,61645
14516,Senior Staff,73262
14518,Engineer,64238
14522,Senior Staff,40000
14524,Staff,104682
14526,Staff,60761
14530,Engineer,40000
14533,Senior Engineer,48376
14534,Assistant Engineer,49590
14537,Engineer,48332
14539,Engineer,42975
14544,Senior Staff,104153
14548,Senior Staff,40000
14552,Engineer,40000
14556,Assistant Engineer,40000
14560,Engineer,62770
14563,Senior Staff,40000
14564,Staff,62163
14568,Senior Engineer,40000
14572,Technique Leader,40000
14574,Engineer,40000
14577,Senior Engineer,40000
14581,Engineer,59499
14582,Senior Engineer,40000
14589,Staff,40000
14595,Senior Staff,70860
14597,Senior Staff,44486
14600,Senior Staff,41352
14603,Engineer,55369
14607,Staff,67813
14610,Senior Staff,85426
14611,Staff,86684
14620,Engineer,53303
14621,Senior Staff,66404
14622,Engineer,40000
14623,Engineer,47200
14627,Senior Engineer,49395
14632,Assistant Engineer,40000
14634,Technique Leader,46360
14639,Senior Staff,79405
14640,Engineer,42662
14641,Engineer,68814
14642,Engineer,54553
14645,Engineer,45647
14646,Engineer,40000
14648,Senior Staff,89209
14654,Senior Staff,72278
14655,Senior Staff,65742
14656,Engineer,50794
14659,Engineer,40926
14665,Senior Staff,85792
14667,Engineer,43032
14668,Engineer,53268
14670,Assistant Engineer,40000
14674,Engineer,40000
14675,Senior Staff,40000
14676,Senior Staff,67712
14677,Senior Engineer,40000
14678,Staff,40000
14681,Engineer,62865
14683,Engineer,41107
14684,Staff,68504
14690,Engineer,40000
14692,Engineer,40000
14693,Senior Staff,59960
14700,Senior Staff,47864
14703,Assistant Engineer,40721
14710,Senior Staff,40341
14713,Technique Leader,58566
14716,Engineer,53864
14717,Senior Staff,45421
14722,Staff,72726
14723,Senior Staff,40000
14724,Senior Staff,66530
14725,Senior Engineer,47976
14732,Engineer,52144
14741,Engineer,72648
14745,Technique Leader,46886
14746,Engineer,46307
14750,Engineer,40000
14751,Senior Engineer,42780
14752,Senior Engineer,61170
14753,Staff,40000
14756,Engineer,65797
14759,Senior Staff,57346
14761,Senior Staff,88993
14763,Senior Engineer,40000
14774,Staff,40000
14776,Senior Staff,49455
14777,Engineer,60709
14778,Staff,94991
14780,Senior Engineer,51232
14785,Senior Engineer,46936
14789,Engineer,48395
14791,Assistant Engineer,40000
14793,Engineer,47045
14798,Engineer,40000
14801,Engineer,57944
14802,Engineer,40000
14803,Senior Engineer,40000
14806,Engineer,40000
14807,Staff,95008
14814,Senior Staff,40000
14815,Engineer,40000
14817,Engineer,41203
14818,Engineer,40000
14820,Senior Staff,81483
14821,Engineer,42545
14826,Senior Staff,91205
14828,Staff,45410
14830,Staff,70979
14837,Senior Staff,55203
14839,Engineer,40000
14842,Senior Staff,46685
14846,Engineer,40002
14853,Engineer,58311
14854,Senior Staff,48875
14865,Senior Staff,61175
14871,Staff,72116
14874,Engineer,40000
14877,Engineer,40000
14879,Engineer,54322
14880,Senior Engineer,40000
14881,Senior Staff,67611
14885,Technique Leader,40000
14888,Senior Staff,60916
14889,Staff,52734
14899,Senior Staff,64365
14902,Technique Leader,40000
14905,Engineer,41067
14906,Senior Staff,54758
14908,Engineer,40000
14909,Engineer,40000
14911,Engineer,62738
14914,Engineer,40000
14915,Engineer,40733
14920,Senior Staff,40000
14921,Engineer,55140
14923,Technique Leader,40000
14925,Engineer,40000
14926,Engineer,53756
14928,Senior Staff,53377
14930,Senior Engineer,42712
14933,Staff,40000
14936,Engineer,40000
14941,Engineer,43608
14942,Engineer,40000
14947,Engineer,46447
14949,Engineer,44930
14954,Senior Engineer,43510
14955,Assistant Engineer,45564
14957,Staff,75725
14959,Technique Leader,48289
14966,Staff,80123
14971,Senior Staff,55187
14973,Staff,63316
14978,Staff,75352
14982,Engineer,45283
14983,Senior Staff,86754
14987,Engineer,40719
14993,Engineer,45407
15004,Engineer,46038
15005,Engineer,50368
15015,Technique Leader,80996
15016,Senior Staff,40000
15018,Senior Staff,40668
15019,Engineer,41721
15024,Staff,40000
15025,Senior Staff,57957
15029,Senior Staff,40000
15030,Senior Staff,40000
15032,Staff,40000
15036,Senior Engineer,40000
15042,Engineer,40000
15043,Senior Staff,104525
15048,Engineer,41400
15049,Senior Staff,40000
15052,Senior Engineer,40630
15055,Senior Staff,40000
15059,Senior Staff,40000
15064,Senior Staff,83820
15066,Engineer,43455
15069,Technique Leader,40000
15071,Senior Staff,97484
15075,Engineer,40000
15077,Senior Engineer,40000
15080,Technique Leader,40000
15082,Technique Leader,63024
15087,Engineer,40000
15089,Engineer,48594
15092,Senior Staff,40000
15094,Staff,64621
15102,Engineer,40374
15105,Senior Staff,75800
15112,Senior Staff,44588
15113,Staff,62081
15114,Engineer,40000
15118,Senior Engineer,40000
15123,Assistant Engineer,47576
15124,Senior Staff,40000
15129,Engineer,40000
15133,Engineer,40000
15134,Senior Staff,62752
15136,Staff,59986
15139,Staff,71066
15143,Senior Staff,74525
15145,Engineer,51443
15150,Engineer,47983
15151,Senior Staff,61253
15155,Engineer,40000
15159,Senior Staff,48126
15166,Engineer,50979
15169,Technique Leader,64912
15176,Senior Staff,98401
15179,Engineer,51637
15183,Senior Staff,59214
15184,Staff,56726
15187,Engineer,43249
15193,Senior Engineer,47039
15195,Senior Engineer,51315
15196,Engineer,55824
15199,Engineer,49278
15200,Engineer,73718
15202,Assistant Engineer,40000
15204,Engineer,40000
15205,Engineer,43795
15207,Senior Engineer,44839
15208,Senior Staff,44109
15216,Senior Staff,43855
15218,Senior Staff,44614
15223,Senior Staff,40000
15228,Senior Staff,40000
15230,Engineer,70187
15231,Engineer,48675
15233,Engineer,40000
15234,Senior Engineer,47654
15237,Engineer,40000
15243,Senior Staff,41015
15248,Senior Staff,64696
15252,Technique Leader,51572
15253,Engineer,40396
15254,Senior Engineer,46211
15258,Engineer,40000
15263,Senior Staff,72318
15269,Engineer,60930
15271,Senior Staff,88026
15272,Engineer,40000
15274,Engineer,40000
15278,Staff,40000
15283,Engineer,50063
15292,Senior Staff,87586
15295,Engineer,54607
15303,Senior Engineer,40000
15308,Engineer,40000
15312,Engineer,40508
15319,Assistant Engineer,40000
15321,Engineer,40000
15324,Assistant Engineer,40000
15329,Engineer,41839
15330,Senior Staff,53020
15331,Staff,78519
15334,Engineer,40000
15337,Engineer,40000
15340,Engineer,40000
15341,Senior Staff,81298
15343,Engineer,48936
15354,Staff,40782
15356,Engineer,40000
15358,Engineer,40000
15361,Assistant Engineer,40000
15365,Engineer,41309
15366,Engineer,40712
15367,Staff,66173
15369,Staff,81954
15370,Senior Engineer,67631
15372,Senior Staff,79245
15374,Senior Staff,40000
15375,Senior Staff,65920
15377,Engineer,50274
15382,Senior Staff,66083
15386,Staff,77209
15388,Staff,66286
15390,Engineer,40000
15392,Assistant Engineer,55638
15395,Senior Staff,40931
15403,Senior Staff,52659
15406,Senior Engineer,40000
15408,Staff,40000
15409,Technique Leader,41103
15410,Senior Staff,58123
15411,Engineer,40000
15412,Engineer,62190
15414,Technique Leader,74013
15420,Senior Staff,40000
15422,Senior Engineer,64396
15424,Engineer,40000
15425,Technique Leader,47184
15428,Technique Leader,40000
15433,Technique Leader,53536
15438,Senior Staff,43326
15439,Engineer,74668
15441,Senior Staff,40000
15445,Engineer,40000
15452,Engineer,40000
15454,Senior Staff,57571
15459,Engineer,40000
15461,Senior Staff,54875
15463,Engineer,40000
15465,Engineer,40000
15470,Engineer,40693
15474,Senior Staff,90430
15479,Engineer,40000
15480,Engineer,47645
15482,Senior Engineer,47679
15484,Engineer,40611
15488,Engineer,40356
15489,Staff,53575
15491,Engineer,61291
15497,Engineer,44126
15504,Engineer,40000
15505,Engineer,56848
15508,Engineer,44377
15510,Engineer,48661
15511,Senior Staff,76880
15512,Senior Engineer,59369
15513,Senior Staff,76266
15517,Assistant Engineer,40000
15518,Engineer,55563
15525,Engineer,40000
15532,Engineer,53298
15534,Senior Staff,63090
15535,Engineer,40000
15539,Senior Staff,47803
15541,Technique Leader,50265
15543,Senior Engineer,40000
15545,Engineer,40000
15548,Engineer,48171
15550,Senior Engineer,40000
15555,Engineer,40000
15560,Engineer,69578
15563,Senior Staff,56239
15565,Senior Staff,73532
15566,Senior Staff,61655
15569,Senior Staff,40000
15571,Engineer,40000
15582,Engineer,72083
15583,Senior Staff,85961
15593,Staff,76621
15600,Engineer,40000
15601,Senior Staff,83263
15603,Engineer,40000
15604,Staff,65727
15610,Assistant Engineer,46172
15621,Engineer,52313
15623,Engineer,52506
15633,Senior Staff,49015
15636,Staff,40000
15637,Senior Staff,73742
15638,Senior Staff,54600
15641,Senior Staff,56588
15643,Engineer,58685
15646,Senior Staff,64477
15650,Senior Engineer,45913
15651,Assistant Engineer,50313
15653,Staff,54720
15656,Senior Staff,66141
15657,Engineer,62022
15662,Staff,40000
15664,Assistant Engineer,53688
15666,Assistant Engineer,40000
15668,Senior Engineer,40000
15669,Technique Leader,44506
15671,Senior Engineer,58919
15675,Engineer,69780
15677,Engineer,40000
15682,Engineer,40000
15683,Engineer,60987
15684,Engineer,40000
15687,Senior Staff,62333
15692,Engineer,40000
15693,Senior Staff,52017
15703,Engineer,40000
15708,Senior Staff,85063
15710,Engineer,40000
15714,Assistant Engineer,40000
15715,Staff,40000
15717,Senior Staff,95275
15723,Staff,47524
15724,Senior Engineer,40000
15726,Senior Staff,70522
15728,Senior Staff,40000
15733,Senior Staff,40000
15734,Engineer,49292
15739,Engineer,54605
15740,Senior Staff,57994
15743,Engineer,40000
15744,Engineer,41115
15747,Engineer,58882
15750,Engineer,40000
15753,Assistant Engineer,40000
15762,Staff,56568
15763,Senior Staff,60153
15765,Engineer,40000
15767,Assistant Engineer,40000
15769,Staff,61575
15770,Engineer,49213
15772,Senior Staff,48304
15776,Staff,68190
15778,Senior Staff,44337
15788,Engineer,53521
15796,Engineer,40000
15799,Senior Staff,64458
15809,Senior Staff,50619
15812,Senior Staff,67864
15819,Senior Staff,63847
15821,Assistant Engineer,40000
15839,Senior Staff,65553
15840,Staff,87972
15841,Senior Engineer,40000
15842,Engineer,40000
15846,Technique Leader,40000
15847,Staff,40000
15855,Senior Staff,40000
15861,Senior Staff,50890
15866,Engineer,40000
15867,Assistant Engineer,44007
15869,Engineer,40000
15871,Engineer,61545
15876,Assistant Engineer,51140
15877,Engineer,40000
15880,Technique Leader,40000
15885,Engineer,79876
15889,Engineer,63393
15892,Engineer,60367
15893,Technique Leader,46831
15895,Staff,73364
15901,Engineer,40000
15902,Senior Staff,40000
15905,Engineer,47421
15910,Staff,40648
15911,Engineer,45602
15912,Senior Staff,93126
15918,Senior Staff,73476
15920,Engineer,48494
15934,Assistant Engineer,50454
15938,Senior Staff,69499
15939,Engineer,42849
15941,Senior Engineer,40000
15942,Engineer,50486
15943,Engineer,40000
15944,Staff,45281
15945,Engineer,57717
15946,Technique Leader,70769
15948,Engineer,40000
15949,Engineer,40000
15955,Engineer,45283
15958,Staff,86432
15960,Engineer,49265
15964,Senior Staff,52908
15966,Assistant Engineer,40000
15967,Senior Staff,74527
15970,Senior Engineer,43010
15971,Senior Engineer,42963
15977,Senior Staff,44282
15978,Engineer,40000
15984,Assistant Engineer,40000
15989,Senior Engineer,47599
15993,Senior Engineer,45611
16000,Engineer,40000
16005,Senior Staff,69484
16008,Engineer,48384
16013,Senior Staff,40915
16018,Engineer,52560
16019,Engineer,40000
16022,Senior Engineer,40000
16025,Engineer,84433
16028,Engineer,53714
16033,Senior Staff,40000
16052,Engineer,40000
16053,Technique Leader,45691
16056,Engineer,48691
16058,Staff,44227
16066,Senior Staff,74757
16068,Senior Staff,53031
16069,Engineer,40000
16072,Staff,40000
16075,Engineer,40000
16076,Engineer,47061
16077,Assistant Engineer,49020
16086,Assistant Engineer,42903
16088,Engineer,40000
16093,Engineer,40000
16094,Engineer,40000
16096,Engineer,41514
16099,Senior Staff,40000
16105,Senior Staff,55207
16109,Engineer,58718
16117,Senior Staff,98795
16118,Senior Staff,40000
16120,Senior Staff,80251
16126,Staff,68863
16130,Assistant Engineer,40000
16134,Engineer,40000
16138,Senior Staff,67593
16142,Senior Staff,54681
16145,Senior Staff,50877
16146,Engineer,53931
16147,Senior Staff,45868
16149,Senior Staff,55398
16151,Engineer,40000
16154,Technique Leader,40000
16156,Staff,93906
16164,Engineer,67467
16165,Assistant Engineer,40000
16166,Staff,40000
16170,Senior Staff,74119
16175,Staff,70428
16180,Assistant Engineer,69407
16185,Technique Leader,44003
16192,Senior Engineer,40000
16198,Engineer,47730
16201,Technique Leader,53081
16203,Engineer,40000
16206,Engineer,40000
16212,Engineer,40000
16215,Senior Staff,83701
16218,Engineer,40000
16219,Staff,40000
16222,Engineer,40000
16224,Staff,74966
16227,Engineer,58619
16229,Senior Staff,40000
16230,Senior Staff,40000
16233,Senior Staff,54684
16234,Senior Staff,40000
16235,Engineer,40000
16237,Engineer,83471
16238,Staff,62713
16242,Engineer,40408
16246,Engineer,40000
16249,Engineer,40000
16252,Engineer,64982
16255,Senior Engineer,40000
16257,Senior Staff,70108
16261,Engineer,40653
16262,Senior Staff,90599
16266,Senior Staff,57642
16270,Senior Staff,71078
16272,Assistant Engineer,40000
16274,Senior Staff,65521
16277,Engineer,40000
16278,Technique Leader,43802
